Date, Open, High, Low, Close
07/07/22, 31190.65, 31421.84, 31154.64, 31384.55
07/06/22, 30957.30, 31224.69, 30794.84, 31037.68
07/05/22, 30903.12, 30971.74, 30355.12, 30967.82
07/01/22, 30737.77, 31139.35, 30487.79, 31097.26
06/30/22, 30790.00, 30979.85, 30431.87, 30775.43
06/29/22, 31067.41, 31152.96, 30894.53, 31029.31
06/28/22, 31549.05, 31885.09, 30934.33, 30946.99
06/27/22, 31533.60, 31598.59, 31351.37, 31438.26
06/24/22, 30846.94, 31517.29, 30846.94, 31500.68
06/23/22, 30570.33, 30715.63, 30293.40, 30677.36
06/22/22, 30352.57, 30777.92, 30166.01, 30483.13
06/21/22, 30074.69, 30653.98, 30074.69, 30530.25
06/17/22, 29912.70, 30167.52, 29653.29, 29888.78
06/16/22, 30305.74, 30305.74, 29740.35, 29927.07
06/15/22, 30570.50, 31011.97, 30185.08, 30668.53
06/14/22, 30592.34, 30690.80, 30144.23, 30364.83
06/13/22, 31144.91, 31144.91, 30373.72, 30516.74
06/10/22, 32053.52, 32053.52, 31387.84, 31392.79
06/09/22, 32828.62, 32956.73, 32267.78, 32272.79
06/08/22, 33087.07, 33156.50, 32824.37, 32910.90
06/07/22, 32783.03, 33207.45, 32641.85, 33180.14
06/06/22, 33032.04, 33235.37, 32819.50, 32915.78
06/03/22, 32986.32, 33135.61, 32839.21, 32899.70
06/02/22, 32809.01, 33248.61, 32509.43, 33248.28
06/01/22, 33156.31, 33272.34, 32584.76, 32813.23
05/31/22, 33160.59, 33240.22, 32752.34, 32990.12
05/27/22, 32735.09, 33213.62, 32682.01, 33212.96
05/26/22, 32248.17, 32774.14, 32248.17, 32637.19
05/25/22, 31816.31, 32254.44, 31754.33, 32120.28
05/24/22, 31717.61, 32014.86, 31365.59, 31928.62
05/23/22, 31395.89, 31968.42, 31395.89, 31880.24
05/20/22, 31426.94, 31515.78, 30635.76, 31261.90
05/19/22, 31262.62, 31569.13, 31016.41, 31253.13
05/18/22, 32468.67, 32468.67, 31393.95, 31490.07
05/17/22, 32427.00, 32689.14, 32308.15, 32654.59
05/16/22, 32152.15, 32514.02, 31928.18, 32223.42
05/13/22, 31963.86, 32276.05, 31862.79, 32196.66
05/12/22, 31699.04, 31914.46, 31228.22, 31730.30
05/11/22, 32123.24, 32584.02, 31798.86, 31834.11
05/10/22, 32504.09, 32752.17, 31887.89, 32160.74
05/09/22, 32685.17, 32685.17, 32121.98, 32245.70
05/06/22, 32773.88, 33055.84, 32474.69, 32899.37
05/05/22, 33854.17, 33854.17, 32685.10, 32997.97
05/04/22, 33171.80, 34117.74, 33021.84, 34061.06
05/03/22, 33086.09, 33341.58, 32914.75, 33128.79
05/02/22, 32978.49, 33224.95, 32449.87, 33061.50
04/29/22, 33787.01, 33919.59, 32913.15, 32977.21
04/28/22, 33425.96, 34054.79, 33248.46, 33916.39
04/27/22, 33450.92, 33697.18, 33108.89, 33301.93
04/26/22, 33907.49, 33909.51, 33230.95, 33240.18
04/25/22, 33731.65, 34106.01, 33323.37, 34049.46
04/22/22, 34727.38, 34727.38, 33773.39, 33811.40
04/21/22, 35258.80, 35492.22, 34723.82, 34792.76
04/20/22, 34962.67, 35315.40, 34962.67, 35160.79
04/19/22, 34394.62, 34983.11, 34394.62, 34911.20
04/18/22, 34411.49, 34618.29, 34279.08, 34411.69
04/14/22, 34628.46, 34889.17, 34437.50, 34451.23
04/13/22, 34166.64, 34598.36, 34140.64, 34564.59
04/12/22, 34412.51, 34669.97, 34102.81, 34220.36
04/11/22, 34630.27, 34701.34, 34272.29, 34308.08
04/08/22, 34569.24, 34908.46, 34470.19, 34721.12
04/07/22, 34439.24, 34705.83, 34190.95, 34583.57
04/06/22, 34520.34, 34609.84, 34277.17, 34496.51
04/05/22, 34876.33, 35112.21, 34566.04, 34641.18
04/04/22, 34799.98, 34940.78, 34615.38, 34921.88
04/01/22, 34740.89, 34847.91, 34538.25, 34818.27
03/31/22, 35201.52, 35201.52, 34677.99, 34678.35
03/30/22, 35273.63, 35361.36, 35058.58, 35228.81
03/29/22, 35114.35, 35372.26, 35030.07, 35294.19
03/28/22, 34833.03, 34957.93, 34552.23, 34955.89
03/25/22, 34702.39, 34942.70, 34631.52, 34861.24
03/24/22, 34406.81, 34713.56, 34355.42, 34707.94
03/23/22, 34748.84, 34748.84, 34352.96, 34358.50
03/22/22, 34583.24, 34882.03, 34583.24, 34807.46
03/21/22, 34669.85, 34808.28, 34341.81, 34552.99
03/18/22, 34466.72, 34755.20, 34279.83, 34754.93
03/17/22, 33995.39, 34483.92, 33896.06, 34480.76
03/16/22, 33653.93, 34075.94, 33391.24, 34063.10
03/15/22, 32989.27, 33620.84, 32989.27, 33544.34
03/14/22, 33000.37, 33395.59, 32818.16, 32945.24
03/11/22, 33279.72, 33515.61, 32911.89, 32944.19
03/10/22, 33106.77, 33236.59, 32819.76, 33174.07
03/09/22, 32860.42, 33457.28, 32860.42, 33286.25
03/08/22, 32885.17, 33402.98, 32578.73, 32632.64
03/07/22, 33579.75, 33579.75, 32806.15, 32817.38
03/04/22, 33655.43, 33655.43, 33254.12, 33614.80
03/03/22, 33972.87, 34179.07, 33641.53, 33794.66
03/02/22, 33379.51, 34013.67, 33379.51, 33891.35
03/01/22, 33813.48, 33870.14, 33107.67, 33294.95
02/28/22, 33870.62, 33963.63, 33469.31, 33892.60
02/25/22, 33277.22, 34095.74, 33277.22, 34058.75
02/24/22, 32830.33, 33269.34, 32272.64, 33223.83
02/23/22, 33680.97, 33832.59, 33084.90, 33131.76
02/22/22, 33974.09, 34024.74, 33364.29, 33596.61
02/18/22, 34310.45, 34423.58, 33976.18, 34079.18
02/17/22, 34858.47, 34858.47, 34246.23, 34312.03
02/16/22, 34951.83, 35042.09, 34642.64, 34934.27
02/15/22, 34686.19, 35047.79, 34686.19, 34988.84
02/14/22, 34694.50, 34744.56, 34304.28, 34566.17
02/11/22, 35267.89, 35431.15, 34620.52, 34738.06
02/10/22, 35630.81, 35800.24, 35100.72, 35241.59
02/09/22, 35614.90, 35824.28, 35614.90, 35768.06
02/08/22, 35160.68, 35544.89, 35090.42, 35462.78
02/07/22, 35108.38, 35325.01, 34993.98, 35091.13
02/04/22, 35095.74, 35333.55, 34799.08, 35089.74
02/03/22, 35520.08, 35535.94, 35071.06, 35111.16
02/02/22, 35378.19, 35679.20, 35290.12, 35629.33
02/01/22, 35151.47, 35441.09, 34977.95, 35405.24
01/31/22, 34691.17, 35148.14, 34496.10, 35131.86
01/28/22, 34135.24, 34731.77, 33807.51, 34725.47
01/27/22, 34261.75, 34773.32, 34007.78, 34160.78
01/26/22, 34520.82, 34815.67, 33876.48, 34168.09
01/25/22, 34186.64, 34591.04, 33545.52, 34297.73
01/24/22, 34070.61, 34420.99, 33150.33, 34364.50
01/21/22, 34701.69, 34896.67, 34229.55, 34265.37
01/20/22, 35102.66, 35490.20, 34670.12, 34715.39
01/19/22, 35412.30, 35547.83, 35015.49, 35028.65
01/18/22, 35661.76, 35661.76, 35262.02, 35368.47
01/14/22, 35996.43, 35996.43, 35641.49, 35911.81
01/13/22, 36312.49, 36513.88, 36044.22, 36113.62
01/12/22, 36336.16, 36453.49, 36168.15, 36290.32
01/11/22, 36058.85, 36271.47, 35769.38, 36252.02
01/10/22, 36175.21, 36175.21, 35639.91, 36068.87
01/07/22, 36249.59, 36382.84, 36111.53, 36231.66
01/06/22, 36409.05, 36464.19, 36200.68, 36236.47
01/05/22, 36722.60, 36952.65, 36400.39, 36407.11
01/04/22, 36636.00, 36934.84, 36636.00, 36799.65
01/03/22, 36321.59, 36595.82, 36246.45, 36585.06
12/31/21, 36385.85, 36484.94, 36303.97, 36338.30
12/30/21, 36522.48, 36679.44, 36372.13, 36398.08
12/29/21, 36421.14, 36571.55, 36396.19, 36488.63
12/28/21, 36302.99, 36527.26, 36302.99, 36398.21
12/27/21, 35954.48, 36306.61, 35954.48, 36302.38
12/23/21, 35782.42, 36060.99, 35782.42, 35950.56
12/22/21, 35491.71, 35764.67, 35433.13, 35753.89
12/21/21, 35069.50, 35508.96, 35069.50, 35492.70
12/20/21, 35222.12, 35222.12, 34665.50, 34932.16
12/17/21, 35800.11, 35800.11, 35284.26, 35365.44
12/16/21, 36036.28, 36189.83, 35778.21, 35897.64
12/15/21, 35549.35, 35943.84, 35389.30, 35927.43
12/14/21, 35605.73, 35779.47, 35441.74, 35544.18
12/13/21, 35958.93, 35958.93, 35609.53, 35650.95
12/10/21, 35830.55, 35982.69, 35710.43, 35970.99
12/09/21, 35722.26, 35864.24, 35577.14, 35754.69
12/08/21, 35716.85, 35840.52, 35602.65, 35754.75
12/07/21, 35423.99, 35819.47, 35423.99, 35719.43
12/06/21, 34633.43, 35356.75, 34633.43, 35227.03
12/03/21, 34692.78, 34801.31, 34264.57, 34580.08
12/02/21, 34076.25, 34759.65, 34076.25, 34639.79
12/01/21, 34678.94, 35004.64, 34006.98, 34022.04
11/30/21, 35056.99, 35056.99, 34424.44, 34483.72
11/29/21, 35017.71, 35287.91, 34895.89, 35135.94
11/26/21, 35366.69, 35366.69, 34749.80, 34899.34
11/24/21, 35752.31, 35825.47, 35591.03, 35804.38
11/23/21, 35619.92, 35841.52, 35542.87, 35813.80
11/22/21, 35631.41, 35929.66, 35615.55, 35619.25
11/19/21, 35879.09, 35879.09, 35555.37, 35601.98
11/18/21, 35901.69, 35952.63, 35654.39, 35870.95
11/17/21, 36159.70, 36159.70, 35909.48, 35931.05
11/16/21, 36076.18, 36316.61, 36076.18, 36142.22
11/15/21, 36128.83, 36236.07, 36031.78, 36087.45
11/12/21, 35963.78, 36147.63, 35934.59, 36100.31
11/11/21, 36038.78, 36108.17, 35915.27, 35921.23
11/10/21, 36299.25, 36346.61, 36009.50, 36079.94
11/09/21, 36404.53, 36416.98, 36173.07, 36319.98
11/08/21, 36416.46, 36565.73, 36334.42, 36432.22
11/05/21, 36268.75, 36484.75, 36190.20, 36327.95
11/04/21, 36107.46, 36168.03, 35986.48, 36124.23
11/03/21, 36059.09, 36178.51, 35891.73, 36157.58
11/02/21, 35935.11, 36088.81, 35884.13, 36052.63
11/01/21, 35833.65, 36009.74, 35797.97, 35913.84
10/29/21, 35712.28, 35852.53, 35633.20, 35819.56
10/28/21, 35545.41, 35742.25, 35545.41, 35730.48
10/27/21, 35835.43, 35835.43, 35490.43, 35490.69
10/26/21, 35791.05, 35892.92, 35734.73, 35756.88
10/25/21, 35692.62, 35787.04, 35629.37, 35741.15
10/22/21, 35607.72, 35765.02, 35533.95, 35677.02
10/21/21, 35520.32, 35612.36, 35442.53, 35603.08
10/20/21, 35475.16, 35669.69, 35465.71, 35609.34
10/19/21, 35325.37, 35462.68, 35290.12, 35457.31
10/18/21, 35221.02, 35327.57, 35035.94, 35258.61
10/15/21, 35023.63, 35320.97, 35023.63, 35294.76
10/14/21, 34443.22, 34923.83, 34443.22, 34912.56
10/13/21, 34372.71, 34449.83, 34115.10, 34377.81
10/12/21, 34507.15, 34611.24, 34318.94, 34378.34
10/11/21, 34723.79, 34951.35, 34486.51, 34496.06
10/08/21, 34757.57, 34842.62, 34661.95, 34746.25
10/07/21, 34509.72, 34975.19, 34509.72, 34754.94
10/06/21, 34198.96, 34432.68, 33854.69, 34416.99
10/05/21, 34035.25, 34490.95, 34035.25, 34314.67
10/04/21, 34312.96, 34410.28, 33821.58, 34002.92
10/01/21, 33930.70, 34490.56, 33785.54, 34326.46
09/30/21, 34467.98, 34557.37, 33833.32, 33843.92
09/29/21, 34360.08, 34580.42, 34305.96, 34390.72
09/28/21, 34747.70, 34798.21, 34254.65, 34299.99
09/27/21, 34739.27, 35061.12, 34739.27, 34869.37
09/24/21, 34762.31, 34857.06, 34648.08, 34798.00
09/23/21, 34296.30, 34879.78, 34296.30, 34764.82
09/22/21, 34006.87, 34440.42, 34006.87, 34258.32
09/21/21, 34025.61, 34313.88, 33914.02, 33919.84
09/20/21, 34459.72, 34459.72, 33613.03, 33970.47
09/17/21, 34737.86, 34779.86, 34519.63, 34584.88
09/16/21, 34810.27, 34943.55, 34540.11, 34751.32
09/15/21, 34580.95, 34880.77, 34522.03, 34814.39
09/14/21, 34906.90, 34990.36, 34510.30, 34577.57
09/13/21, 34665.50, 34939.10, 34665.50, 34869.63
09/10/21, 34949.59, 35104.25, 34599.61, 34607.72
09/09/21, 35013.08, 35199.89, 34847.30, 34879.38
09/08/21, 35087.45, 35175.15, 34925.61, 35031.07
09/07/21, 35373.24, 35373.24, 35060.90, 35100.00
09/03/21, 35401.73, 35422.71, 35269.40, 35369.09
09/02/21, 35353.06, 35475.40, 35348.48, 35443.82
09/01/21, 35387.55, 35407.37, 35287.05, 35312.53
08/31/21, 35391.38, 35449.79, 35289.86, 35360.73
08/30/21, 35471.80, 35510.71, 35374.46, 35399.84
08/27/21, 35231.11, 35479.18, 35231.11, 35455.80
08/26/21, 35449.68, 35498.45, 35205.10, 35213.12
08/25/21, 35388.77, 35501.14, 35287.63, 35405.50
08/24/21, 35382.72, 35445.47, 35356.18, 35366.26
08/23/21, 35160.97, 35428.91, 35160.97, 35335.71
08/20/21, 34917.96, 35177.26, 34867.07, 35120.08
08/19/21, 34874.67, 34997.81, 34690.25, 34894.12
08/18/21, 35310.20, 35356.80, 34943.41, 34960.69
08/17/21, 35500.01, 35500.01, 35120.31, 35343.28
08/16/21, 35490.83, 35631.19, 35231.87, 35625.40
08/13/21, 35551.56, 35610.57, 35474.78, 35515.38
08/12/21, 35481.94, 35510.77, 35352.53, 35499.85
08/11/21, 35300.89, 35501.16, 35300.89, 35484.97
08/10/21, 35135.17, 35285.16, 35091.91, 35264.67
08/09/21, 35229.67, 35229.67, 35041.24, 35101.85
08/06/21, 35077.44, 35246.79, 35077.44, 35208.51
08/05/21, 34815.61, 35067.54, 34815.61, 35064.25
08/04/21, 35047.44, 35047.44, 34790.62, 34792.67
08/03/21, 34864.10, 35120.94, 34714.33, 35116.40
08/02/21, 34968.56, 35192.11, 34808.20, 34838.16
07/30/21, 35013.26, 35106.30, 34871.13, 34935.47
07/29/21, 34985.99, 35171.52, 34985.99, 35084.53
07/28/21, 35109.95, 35116.37, 34876.84, 34930.93
07/27/21, 35078.90, 35078.90, 34878.07, 35058.52
07/26/21, 35055.86, 35150.37, 34950.19, 35144.31
07/23/21, 34855.11, 35095.33, 34855.11, 35061.55
07/22/21, 34799.68, 34879.28, 34673.03, 34823.35
07/21/21, 34556.96, 34820.24, 34556.96, 34798.00
07/20/21, 33981.79, 34621.79, 33981.79, 34511.99
07/19/21, 34528.48, 34528.48, 33741.76, 33962.04
07/16/21, 35007.94, 35090.01, 34647.82, 34687.85
07/15/21, 34924.81, 34990.41, 34762.87, 34987.02
07/14/21, 34920.83, 35069.18, 34826.87, 34933.23
07/13/21, 34959.96, 35018.79, 34876.89, 34888.79
07/12/21, 34836.75, 35014.90, 34730.15, 34996.18
07/09/21, 34457.51, 34893.72, 34457.51, 34870.16
07/08/21, 34569.01, 34569.01, 34145.59, 34421.93
07/07/21, 34604.17, 34708.78, 34435.59, 34681.79
07/06/21, 34790.16, 34814.20, 34358.42, 34577.37
07/02/21, 34642.42, 34821.93, 34613.49, 34786.35
07/01/21, 34507.32, 34640.28, 34498.85, 34633.53
06/30/21, 34290.74, 34553.16, 34245.48, 34502.51
06/29/21, 34338.89, 34469.83, 34266.83, 34292.29
06/28/21, 34428.10, 34449.65, 34186.13, 34283.27
06/25/21, 34328.10, 34501.02, 34314.80, 34433.84
06/24/21, 33933.91, 34233.02, 33933.91, 34196.82
06/23/21, 33948.54, 34009.40, 33869.83, 33874.24
06/22/21, 33872.56, 34040.70, 33751.06, 33945.58
06/21/21, 33312.07, 33908.09, 33312.07, 33876.97
06/18/21, 33622.70, 33622.70, 33271.93, 33290.08
06/17/21, 34014.38, 34091.79, 33626.61, 33823.45
06/16/21, 34308.48, 34333.25, 33917.11, 34033.67
06/15/21, 34397.10, 34420.38, 34199.16, 34299.33
06/14/21, 34472.52, 34472.52, 34211.54, 34393.75
06/11/21, 34499.81, 34618.09, 34328.65, 34479.60
06/10/21, 34502.51, 34737.79, 34447.25, 34466.24
06/09/21, 34626.16, 34654.67, 34439.37, 34447.14
06/08/21, 34645.84, 34665.38, 34452.94, 34599.82
06/07/21, 34766.20, 34820.91, 34574.51, 34630.24
06/04/21, 34618.69, 34772.12, 34618.69, 34756.39
06/03/21, 34550.31, 34667.41, 34334.41, 34577.04
06/02/21, 34614.62, 34706.65, 34545.96, 34600.38
