,USD,GBP,EUR,JPY100,CHF,AUD,CAD,SGD,HKD100
8 Sep 2021,12.6808,8.2915,15.0042,0.3569,0.0291,110.8319,5.9274,0.6431,3.0886
9 Sep 2021,12.6695,8.2861,14.9661,0.3543,0.0291,110.5956,5.9040,0.6420,3.0821
10 Sep 2021,12.6729,8.3038,14.9723,0.3544,0.0291,110.4076,5.9004,0.6424,3.0901
13 Sep 2021,12.6388,8.2914,14.9545,0.3526,0.0291,110.4623,5.9064,0.6421,3.0861
14 Sep 2021,12.6033,8.3117,14.9838,0.3540,0.0291,110.6194,5.9020,0.6435,3.0899
15 Sep 2021,12.6544,8.3415,15.0228,0.3551,0.0292,110.8993,5.9236,0.6456,3.0966
17 Sep 2021,12.5716,8.3500,15.0498,0.3536,0.0293,111.1674,5.9342,0.6461,3.0984
20 Sep 2021,12.5532,8.3504,15.0475,0.3528,0.0294,111.7007,5.9591,0.6478,3.0992
21 Sep 2021,12.5472,8.3648,15.0723,0.3540,0.0294,111.7170,5.9439,0.6479,3.1012
22 Sep 2021,12.5254,8.3362,15.0731,0.3538,0.0294,111.6844,5.9463,0.6472,3.0963
23 Sep 2021,12.4635,8.3164,15.0735,0.3547,0.0294,111.6073,5.9427,0.6475,3.0974
24 Sep 2021,12.5744,8.2973,15.0955,0.3554,0.0294,111.4755,5.9329,0.6471,3.0972
27 Sep 2021,12.5150,8.2107,15.1110,0.3559,0.0293,111.5732,5.9387,0.6479,3.0950
28 Sep 2021,12.4272,8.2052,15.0913,0.3538,0.0293,111.5169,5.9303,0.6480,3.0897
29 Sep 2021,12.3488,8.2060,15.0523,0.3530,0.0293,111.5673,5.9232,0.6471,3.0828
30 Sep 2021,12.3540,8.2239,15.0320,0.3532,0.0293,111.6532,5.9199,0.6475,3.0770
1 Oct 2021,12.3912,8.2210,15.0192,0.3522,0.0292,111.5539,5.8954,0.6491,3.0763
4 Oct 2021,12.3872,8.2175,14.9760,0.3528,0.0292,111.2385,5.8895,0.6472,3.0736
5 Oct 2021,12.3669,8.2503,14.9671,0.3519,0.0293,111.4518,5.9076,0.6484,3.0772
6 Oct 2021,12.3362,8.2351,14.9658,0.3512,0.0294,111.4444,5.9043,0.6483,3.0787
7 Oct 2021,12.3603,8.2370,14.9494,0.3516,0.0293,111.4977,5.8938,0.6486,3.0780
8 Oct 2021,12.3509,8.2894,14.9272,0.3503,0.0294,111.5111,5.9005,0.6484,3.0790
11 Oct 2021,12.3314,8.2193,14.8555,0.3490,0.0293,111.1378,5.8805,0.6475,3.0770
12 Oct 2021,12.4649,8.2162,14.8122,0.3479,0.0293,111.2415,5.8862,0.6465,3.0767
13 Oct 2021,12.4674,8.2117,14.7774,0.3483,0.0292,110.8608,5.8593,0.6451,3.0700
14 Oct 2021,12.5264,8.2147,14.7899,0.3499,0.0293,110.8127,5.8577,0.6454,3.0795
15 Oct 2021,12.5015,8.2052,14.8214,0.3516,0.0295,110.8564,5.8727,0.6460,3.0834
18 Oct 2021,12.4373,8.1888,14.8674,0.3509,0.0295,111.0163,5.8791,0.6468,3.0839
20 Oct 2021,12.4342,8.1809,14.9215,0.3537,0.0295,110.7808,5.8837,0.6503,3.0929
21 Oct 2021,12.4670,8.1773,14.9123,0.3538,0.0294,110.8075,5.8768,0.6504,3.0964
22 Oct 2021,12.4528,8.1722,14.9134,0.3529,0.0294,110.8564,5.8827,0.6498,3.0906
25 Oct 2021,12.5287,8.1764,14.8898,0.3551,0.0293,110.6297,5.8716,0.6501,3.0864
26 Oct 2021,12.5249,8.1571,14.8996,0.3558,0.0293,110.5631,5.8658,0.6497,3.0790
27 Oct 2021,12.4670,8.1664,14.9207,0.3547,0.0292,110.6164,5.8700,0.6498,3.0771
28 Oct 2021,12.4865,8.1812,14.9270,0.3549,0.0292,110.7230,5.8661,0.6491,3.0817
29 Oct 2021,12.4857,8.1956,14.9006,0.3545,0.0293,110.4743,5.8575,0.6484,3.0825
1 Nov 2021,12.4035,8.1995,14.8828,0.3519,0.0291,110.5468,5.8689,0.6475,3.0721
2 Nov 2021,12.4482,8.2201,14.8987,0.3528,0.0291,110.6105,5.8535,0.6483,3.0789
3 Nov 2021,12.4580,8.2132,14.8940,0.3515,0.0291,110.7275,5.8659,0.6491,3.0788
5 Nov 2021,12.4760,8.2489,14.8995,0.3510,0.0289,110.8875,5.8629,0.6498,3.0764
8 Nov 2021,12.5506,8.2705,14.9162,0.3503,0.0291,110.7867,5.8487,0.6495,3.0762
9 Nov 2021,12.6624,8.3011,14.9530,0.3522,0.0292,110.7052,5.8553,0.6491,3.0823
10 Nov 2021,12.6678,8.2975,14.9670,0.3511,0.0291,110.6882,5.8597,0.6493,3.0806
11 Nov 2021,12.6597,8.2877,14.9515,0.3511,0.0291,110.9822,5.8669,0.6498,3.0722
12 Nov 2021,12.6988,8.3197,14.9704,0.3532,0.0293,111.1252,5.8546,0.6516,3.0738
15 Nov 2021,12.7094,8.3270,14.9651,0.3522,0.0293,110.8786,5.8402,0.6516,3.0759
16 Nov 2021,12.7209,8.2748,14.9841,0.3533,0.0293,110.9393,5.8459,0.6529,3.0773
17 Nov 2021,12.7307,8.2894,15.0164,0.3526,0.0293,111.4296,5.8563,0.6541,3.0749
18 Nov 2021,12.8135,8.3163,15.0356,0.3541,0.0294,111.4333,5.8489,0.6555,3.0814
19 Nov 2021,12.8313,8.3066,15.0468,0.3528,0.0294,111.5169,5.8594,0.6550,3.0813
22 Nov 2021,12.7450,8.2693,15.0648,0.3527,0.0294,111.6473,5.8570,0.6560,3.0752
23 Nov 2021,12.6678,8.2747,15.0716,0.3524,0.0294,111.7109,5.8569,0.6563,3.0672
24 Nov 2021,12.6294,8.3259,15.1423,0.3538,0.0295,112.2248,5.8719,0.6586,3.0805
25 Nov 2021,12.6819,8.3767,15.2101,0.3553,0.0296,112.7003,5.8927,0.6617,3.0890
26 Nov 2021,12.6510,8.4177,15.2444,0.3554,0.0296,113.0881,5.9136,0.6638,3.0948
29 Nov 2021,12.5671,8.4192,15.2379,0.3553,0.0296,113.0081,5.9094,0.6642,3.0942
30 Nov 2021,12.5397,8.4043,15.2433,0.3559,0.0295,112.6646,5.9088,0.6633,3.0883
1 Dec 2021,12.4722,8.3491,15.1761,0.3566,0.0293,112.0855,5.8904,0.6609,3.0828
2 Dec 2021,12.4989,8.3826,15.2413,0.3590,0.0294,112.6586,5.9150,0.6636,3.0958
3 Dec 2021,12.4919,8.3945,15.2499,0.3587,0.0294,112.7179,5.9221,0.6636,3.0873
6 Dec 2021,12.4620,8.3901,15.2453,0.3571,0.0293,112.5980,5.9076,0.6632,3.0852
7 Dec 2021,12.5063,8.4209,15.2492,0.3582,0.0294,112.7979,5.9156,0.6641,3.0940
8 Dec 2021,12.5974,8.3903,15.2054,0.3590,0.0294,112.4780,5.8914,0.6641,3.0945
9 Dec 2021,12.6002,8.3718,15.2077,0.3587,0.0294,112.2484,5.8835,0.6637,3.0892
10 Dec 2021,12.5952,8.3834,15.2158,0.3584,0.0293,112.4247,5.8952,0.6626,3.0880
13 Dec 2021,12.6154,8.3651,15.1745,0.3573,0.0293,112.1848,5.8749,0.6615,3.0826
14 Dec 2021,12.6695,8.4081,15.2268,0.3578,0.0295,112.8512,5.9138,0.6651,3.0927
15 Dec 2021,12.6718,8.4046,15.2162,0.3567,0.0295,112.8349,5.9206,0.6651,3.0903
16 Dec 2021,12.6450,8.4283,15.2030,0.3576,0.0295,112.7785,5.9088,0.6645,3.0959
17 Dec 2021,12.6044,8.4256,15.1261,0.3547,0.0293,112.1992,5.8855,0.6610,3.0843
20 Dec 2021,12.6281,8.4655,15.1802,0.3552,0.0294,112.6483,5.9101,0.6625,3.0904
21 Dec 2021,12.5026,8.4365,15.1313,0.3533,0.0293,112.1930,5.8784,0.6607,3.0832
22 Dec 2021,12.4575,8.4133,15.1325,0.3534,0.0295,112.1351,5.8807,0.6607,3.0847
23 Dec 2021,12.5123,8.3827,15.1557,0.3544,0.0295,112.0286,5.8785,0.6602,3.0894
24 Dec 2021,12.5310,8.3995,15.1486,0.3541,0.0295,111.8775,5.8797,0.6595,3.0914
27 Dec 2021,12.4858,8.3538,15.1137,0.3531,0.0294,111.4824,5.8594,0.6572,3.0866
28 Dec 2021,12.4676,8.3196,15.1225,0.3525,0.0294,111.3966,5.8552,0.6565,3.0854
29 Dec 2021,12.4579,8.2167,15.1325,0.3525,0.0293,111.3285,5.8524,0.6563,3.0881
30 Dec 2021,12.4940,8.1710,15.0799,0.3517,0.0292,111.0875,5.8370,0.6548,3.0854
31 Dec 2021,12.5011,8.1902,15.0400,0.3507,0.0293,111.2295,5.8447,0.6552,3.0896
3 Jan 2022,12.4862,8.1792,15.0850,0.3499,0.0292,111.0579,5.8377,0.6562,3.0877
4 Jan 2022,12.5533,8.1566,15.1528,0.3500,0.0292,111.3804,5.8582,0.6562,3.0865
5 Jan 2022,12.6258,8.1886,15.1750,0.3497,0.0292,111.5860,5.8523,0.6576,3.0911
6 Jan 2022,12.5997,8.2118,15.2070,0.3504,0.0292,111.8728,5.8792,0.6592,3.0935
7 Jan 2022,12.5168,8.2064,15.1868,0.3496,0.0293,111.9324,5.8768,0.6591,3.0927
10 Jan 2022,12.4648,8.1788,15.1615,0.3499,0.0293,111.9885,5.8741,0.6591,3.0993
11 Jan 2022,12.5175,8.1914,15.1469,0.3512,0.0293,111.6965,5.8696,0.6581,3.0960
12 Jan 2022,12.5318,8.1658,15.1118,0.3513,0.0293,111.4234,5.8571,0.6571,3.0971
13 Jan 2022,12.5605,8.1615,15.1119,0.3516,0.0292,111.3524,5.8591,0.6570,3.1044
14 Jan 2022,12.5726,8.1819,15.1274,0.3517,0.0292,111.3317,5.8808,0.6570,3.1055
17 Jan 2022,12.5869,8.1641,15.1882,0.3510,0.0292,111.5094,5.8914,0.6592,3.1024
19 Jan 2022,12.6223,8.1471,15.1710,0.3513,0.0292,111.7434,5.8846,0.6600,3.1037
20 Jan 2022,12.6891,8.1319,15.1336,0.3514,0.0292,111.5717,5.8690,0.6598,3.1076
21 Jan 2022,12.6729,8.1398,15.1088,0.3507,0.0292,111.6043,5.8711,0.6600,3.1099
24 Jan 2022,12.6638,8.1550,15.1075,0.3505,0.0292,111.5273,5.8654,0.6606,3.1111
25 Jan 2022,12.6736,8.1645,15.1055,0.3491,0.0292,111.6473,5.8670,0.6616,3.1183
26 Jan 2022,12.7197,8.1822,15.1140,0.3501,0.0292,111.7139,5.8620,0.6627,3.1184
27 Jan 2022,12.6807,8.1731,15.1089,0.3495,0.0292,112.0412,5.8831,0.6623,3.1125
28 Jan 2022,12.6132,8.1783,15.0764,0.3480,0.0292,111.7301,5.8354,0.6595,3.0985
31 Jan 2022,12.5288,8.1840,15.0440,0.3460,0.0291,111.6501,5.8258,0.6585,3.0903
3 Feb 2022,12.6044,8.2087,15.0335,0.3469,0.0291,111.4561,5.8571,0.6574,3.1036
4 Feb 2022,12.6594,8.1899,15.0358,0.3483,0.0291,111.4028,5.8479,0.6571,3.1117
7 Feb 2022,12.7014,8.1633,15.0372,0.3487,0.0291,111.5754,5.8878,0.6583,3.1088
8 Feb 2022,12.7114,8.1434,15.0453,0.3497,0.0291,111.5894,5.8805,0.6583,3.1155
9 Feb 2022,12.7262,8.1507,15.0356,0.3500,0.0291,111.5494,5.8743,0.6579,3.1138
10 Feb 2022,12.7806,8.1627,15.0380,0.3499,0.0292,111.5494,5.8758,0.6582,3.1159
11 Feb 2022,12.8140,8.1603,15.0381,0.3493,0.0292,111.6361,5.8800,0.6584,3.1153
14 Feb 2022,12.8412,8.1596,15.0369,0.3495,0.0292,111.7360,5.8783,0.6592,3.1120
15 Feb 2022,12.9433,8.1533,15.0178,0.3496,0.0293,111.5954,5.8580,0.6589,3.1089
16 Feb 2022,12.9470,8.1689,15.0337,0.3500,0.0293,111.6382,5.8681,0.6607,3.1124
17 Feb 2022,12.9747,8.1595,15.0092,0.3491,0.0293,111.5286,5.8706,0.6606,3.1121
18 Feb 2022,13.0176,8.1569,15.0084,0.3500,0.0292,111.5153,5.8714,0.6605,3.1153
21 Feb 2022,13.0360,8.1449,15.0275,0.3507,0.0292,111.5716,5.8747,0.6617,3.1137
22 Feb 2022,12.8932,8.1316,15.0084,0.3499,0.0291,111.5287,5.8719,0.6598,3.1047
23 Feb 2022,12.9012,8.1601,15.0111,0.3511,0.0291,111.5302,5.8670,0.6614,3.1106
24 Feb 2022,12.9327,8.1718,14.9980,0.3495,0.0292,111.8337,5.8846,0.6642,3.1045
25 Feb 2022,12.8951,8.1832,14.9774,0.3489,0.0292,111.8930,5.8528,0.6644,3.1047
28 Feb 2022,12.8255,8.1700,14.9662,0.3480,0.0292,111.9759,5.8572,0.6656,3.0895
1 Mar 2022,12.8543,8.1826,14.9464,0.3494,0.0292,111.8160,5.8514,0.6646,3.0923
2 Mar 2022,12.8255,8.1564,14.9458,0.3477,0.0292,111.7330,5.8468,0.6641,3.0867
3 Mar 2022,12.8800,8.1408,14.9357,0.3482,0.0291,111.6931,5.8271,0.6632,3.0894
4 Mar 2022,12.8520,8.0960,14.8851,0.3454,0.0291,111.5501,5.8168,0.6622,3.0799
7 Mar 2022,12.7273,8.0211,14.7835,0.3406,0.0290,111.3836,5.7885,0.6610,3.0656
8 Mar 2022,12.6502,8.0166,14.7509,0.3386,0.0291,111.4139,5.7687,0.6622,3.0676
9 Mar 2022,12.5983,7.9954,14.7373,0.3391,0.0291,111.4635,5.7730,0.6620,3.0633
10 Mar 2022,12.6539,8.0215,14.7495,0.3399,0.0292,111.5228,5.7879,0.6620,3.0803
11 Mar 2022,12.6299,8.0132,14.7686,0.3397,0.0293,111.7553,5.8106,0.6628,3.0842
14 Mar 2022,12.5800,8.0181,14.7463,0.3389,0.0294,112.1018,5.8173,0.6620,3.0784
15 Mar 2022,12.5661,8.0308,14.7073,0.3388,0.0294,112.1588,5.7983,0.6599,3.0792
16 Mar 2022,12.5489,8.0312,14.6636,0.3383,0.0293,111.9359,5.7925,0.6602,3.0778
17 Mar 2022,12.5958,8.0330,14.7023,0.3434,0.0293,111.6768,5.7880,0.6602,3.0862
18 Mar 2022,12.6008,8.0260,14.8275,0.3458,0.0293,112.0232,5.8138,0.6610,3.1002
21 Mar 2022,12.5542,8.0229,14.7462,0.3462,0.0293,111.9522,5.8011,0.6598,3.0973
22 Mar 2022,12.5309,8.0380,14.7480,0.3451,0.0294,112.3151,5.8226,0.6621,3.1020
23 Mar 2022,12.6049,8.0579,14.7876,0.3482,0.0294,112.4810,5.8215,0.6626,3.1104
24 Mar 2022,12.5635,8.0718,14.7658,0.3468,0.0294,112.6869,5.8271,0.6633,3.1128
25 Mar 2022,12.5898,8.0850,14.7463,0.3464,0.0294,112.5537,5.8186,0.6637,3.1125
28 Mar 2022,12.5137,8.0628,14.6391,0.3435,0.0294,112.3374,5.8128,0.6611,3.0975
29 Mar 2022,12.5152,8.1107,14.6720,0.3461,0.0294,112.5447,5.8085,0.6628,3.1024
30 Mar 2022,12.5804,8.0955,14.7327,0.3481,0.0293,112.0556,5.7945,0.6612,3.1046
31 Mar 2022,12.6000,8.0932,14.6860,0.3471,0.0293,112.0559,5.8154,0.6621,3.1061
1 Apr 2022,12.6112,8.1530,14.6579,0.3460,0.0293,112.1951,5.8185,0.6627,3.1027
4 Apr 2022,12.6019,8.1984,14.7145,0.3464,0.0294,112.4544,5.8231,0.6630,3.1086
5 Apr 2022,12.6027,8.2357,14.7275,0.3479,0.0294,112.4247,5.8074,0.6628,3.1085
6 Apr 2022,12.6080,8.2046,14.6555,0.3462,0.0294,112.4410,5.8045,0.6624,3.1001
7 Apr 2022,12.5899,8.2123,14.6503,0.3461,0.0294,112.4567,5.7907,0.6630,3.1013
8 Apr 2022,12.5704,8.1975,14.6043,0.3447,0.0294,112.5257,5.7909,0.6634,3.0961
11 Apr 2022,12.5572,8.1284,14.5725,0.3430,0.0294,112.7043,5.7958,0.6632,3.0946
12 Apr 2022,12.5683,8.1205,14.5140,0.3421,0.0295,112.8770,5.8031,0.6645,3.1006
13 Apr 2022,12.5602,8.1404,14.5827,0.3448,0.0294,112.7037,5.7855,0.6639,3.0994
14 Apr 2022,12.5661,8.1146,14.5866,0.3454,0.0295,112.7570,5.7804,0.6641,3.1256
15 Apr 2022,12.5840,8.1136,14.5301,0.3439,0.0295,112.9170,5.8079,0.6646,3.1150
18 Apr 2022,12.6211,8.1322,14.5384,0.3444,0.0296,113.2836,5.8048,0.6665,3.1251
20 Apr 2022,12.6306,8.1362,14.5762,0.3452,0.0297,113.7600,5.8166,0.6668,3.1250
21 Apr 2022,12.6703,8.1766,14.6644,0.3463,0.0299,114.3109,5.8548,0.6653,3.1389
22 Apr 2022,12.6934,8.2271,14.7139,0.3464,0.0300,114.8544,5.8861,0.6659,3.1578
25 Apr 2022,12.7924,8.2944,14.8025,0.3484,0.0301,115.9241,5.9130,0.6647,3.1638
26 Apr 2022,12.7489,8.3199,14.8579,0.3485,0.0302,115.9188,5.8845,0.6655,3.1699
27 Apr 2022,12.6771,8.3394,14.8271,0.3452,0.0302,116.1455,5.8958,0.6645,3.1638
28 Apr 2022,12.6631,8.3642,14.7832,0.3432,0.0301,116.2819,5.8822,0.6621,3.1500
29 Apr 2022,12.6678,8.3290,14.7828,0.3442,0.0301,116.2152,5.8408,0.6559,3.1481
5 May 2022,12.7217,8.2853,14.7130,0.3463,0.0299,115.5953,5.8177,0.6566,3.1574
6 May 2022,12.7237,8.3313,14.7188,0.3433,0.0302,116.5720,5.8814,0.6551,3.1561
9 May 2022,12.6942,8.3245,14.7101,0.3436,0.0302,116.7618,5.8742,0.6528,3.1485
10 May 2022,12.6640,8.3610,14.7314,0.3437,0.0301,116.6889,5.8540,0.6525,3.1527
11 May 2022,12.6444,8.3883,14.7642,0.3436,0.0301,116.8622,5.8692,0.6523,3.1562
12 May 2022,12.6276,8.3704,14.7065,0.3406,0.0301,116.9390,5.8735,0.6499,3.1527
13 May 2022,12.6660,8.3872,14.7565,0.3426,0.0301,117.2221,5.8610,0.6474,3.1525
17 May 2022,12.6703,8.3762,14.7788,0.3439,0.0300,117.1656,5.8586,0.6482,3.1603
18 May 2022,12.6844,8.3793,14.7963,0.3455,0.0299,117.1554,5.8844,0.6510,3.1666
19 May 2022,12.7187,8.4069,14.7950,0.3459,0.0299,117.3589,5.8934,0.6514,3.1744
20 May 2022,12.7510,8.3962,14.8239,0.3457,0.0300,117.2323,5.8945,0.6536,3.1844
23 May 2022,12.7824,8.3910,14.7925,0.3457,0.0299,116.9924,5.9000,0.6567,3.1911
24 May 2022,12.8377,8.4045,14.8463,0.3475,0.0300,117.0457,5.9258,0.6594,3.1948
25 May 2022,12.8473,8.3922,14.8471,0.3481,0.0300,117.1052,5.9295,0.6587,3.2004
26 May 2022,12.8366,8.3922,14.9139,0.3474,0.0301,117.2354,5.9277,0.6545,3.1995
27 May 2022,12.8284,8.3803,14.9260,0.3493,0.0301,116.8199,5.9168,0.6505,3.1981
30 May 2022,12.8242,8.3646,15.0055,0.3506,0.0301,116.5156,5.8965,0.6566,3.1969
31 May 2022,12.8042,8.3474,15.1020,0.3537,0.0300,116.6520,5.9032,0.6564,3.1947
1 Jun 2022,12.7724,8.3646,15.0332,0.3522,0.0301,116.9711,5.9211,0.6559,3.1965
2 Jun 2022,12.7639,8.3696,14.9462,0.3509,0.0302,117.1279,5.9268,0.6558,3.1912
3 Jun 2022,12.7704,8.3131,15.0231,0.3538,0.0304,116.9351,5.9125,0.6585,3.1995
7 Jun 2022,12.7588,8.3080,14.8950,0.3499,0.0304,117.2252,5.9344,0.6598,3.1889
8 Jun 2022,12.7319,8.3034,14.8853,0.3496,0.0303,117.0959,5.9069,0.6581,3.1945
9 Jun 2022,12.7267,8.2966,14.8705,0.3498,0.0302,117.0794,5.9097,0.6579,3.1923
10 Jun 2022,12.6928,8.3082,14.8685,0.3474,0.0302,117.2910,5.9227,0.6574,3.1855
13 Jun 2022,12.6868,8.2907,14.8349,0.3428,0.0301,117.6894,5.9154,0.6553,3.1750
13 Jun 2022,12.6868,8.2907,14.8349,0.3428,0.0301,117.6894,5.9154,0.6553,3.1750
14 Jun 2022,12.6590,8.3056,14.8726,0.3426,0.0300,117.9230,5.8897,0.6565,3.1768
15 Jun 2022,12.6066,8.2789,14.9110,0.3420,0.0300,117.7870,5.8741,0.6576,3.1753
16 Jun 2022,12.5801,8.2445,14.7998,0.3423,0.0299,117.2508,5.8590,0.6565,3.1696
17 Jun 2022,12.4888,8.2323,14.7952,0.3416,0.0297,117.3210,5.8518,0.6566,3.1764
20 Jun 2022,12.4848,8.1532,14.8099,0.3412,0.0297,117.3045,5.8771,0.6593,3.1761
21 Jun 2022,12.4309,8.1058,14.8142,0.3412,0.0297,117.2379,5.8737,0.6581,3.1751
22 Jun 2022,12.4087,8.0763,14.7753,0.3397,0.0296,117.3178,5.8804,0.6554,3.1722
23 Jun 2022,12.4367,8.0859,14.7743,0.3384,0.0297,117.4244,5.8753,0.6566,3.1736
24 Jun 2022,12.3877,8.0321,14.8113,0.3393,0.0297,117.4213,5.8750,0.6581,3.1731
27 Jun 2022,12.4349,7.9913,14.8786,0.3434,0.0298,117.3932,5.8864,0.6589,3.1795
28 Jun 2022,12.4461,8.0225,14.8253,0.3421,0.0296,117.1937,5.8835,0.6568,3.1751
29 Jun 2022,12.5481,8.0015,14.8288,0.3401,0.0296,117.2364,5.8798,0.6564,3.1711
30 Jun 2022,12.4749,8.0392,14.8084,0.3394,0.0296,117.4143,5.8720,0.6581,3.1656
1 Jul 2022,12.3953,7.9844,14.7794,0.3398,0.0295,117.5075,5.8542,0.6576,3.1657
4 Jul 2022,12.3715,8.0138,14.8094,0.3401,0.0295,117.5750,5.8675,0.6594,3.1575
5 Jul 2022,12.3734,8.0189,14.8251,0.3399,0.0295,117.6972,5.8741,0.6599,3.1632
6 Jul 2022,12.2900,7.9622,14.8316,0.3388,0.0295,117.8743,5.8557,0.6599,3.1517
7 Jul 2022,12.2384,7.9262,14.8524,0.3405,0.0295,117.9009,5.8368,0.6604,3.1579
8 Jul 2022,12.2743,7.9013,14.8552,0.3401,0.0295,117.8876,5.8367,0.6599,3.1574
12 Jul 2022,12.2226,7.8787,14.8294,0.3379,0.0296,118.1806,5.8335,0.6591,3.1537
13 Jul 2022,12.2392,7.8670,14.8231,0.3398,0.0296,118.0663,5.8041,0.6588,3.1515
14 Jul 2022,12.2490,7.9108,14.8729,0.3394,0.0296,118.3359,5.8272,0.6604,3.1825
15 Jul 2022,12.1265,7.8962,14.8460,0.3361,0.0297,118.5269,5.8178,0.6576,3.1700
18 Jul 2022,12.1548,7.8922,14.8685,0.3385,0.0297,118.4887,5.8254,0.6595,3.1841
19 Jul 2022,12.1444,7.9095,14.8889,0.3391,0.0297,118.7109,5.8622,0.6605,3.1901
20 Jul 2022,12.1350,7.8981,14.8798,0.3400,0.0297,118.4820,5.8730,0.6595,3.1980
21 Jul 2022,12.1166,7.9114,14.8823,0.3392,0.0297,118.5870,5.8667,0.6589,3.2006
22 Jul 2022,12.0825,7.9045,14.8835,0.3394,0.0296,118.4939,5.8569,0.6581,3.2008
25 Jul 2022,12.1246,7.9230,14.9043,0.3404,0.0297,118.5604,5.8608,0.6595,3.2100
26 Jul 2022,12.1527,8.0040,14.8909,0.3403,0.0297,118.6098,5.8826,0.6600,3.2155
27 Jul 2022,12.0925,8.0151,14.8816,0.3394,0.0297,118.6959,5.8681,0.6591,3.2108
28 Jul 2022,12.0920,7.9910,14.8857,0.3419,0.0298,118.6102,5.8663,0.6602,3.2241
29 Jul 2022,12.1353,8.0611,14.8501,0.3428,0.0300,118.4372,5.8583,0.6598,3.2276
1 Aug 2022,12.2555,8.0381,14.8250,0.3409,0.0299,118.5170,5.8920,0.6594,3.2251
2 Aug 2022,12.3560,8.0471,14.8466,0.3413,0.0300,118.6565,5.9037,0.6583,3.2370
3 Aug 2022,12.3156,8.0148,14.8567,0.3403,0.0299,118.6319,5.9015,0.6602,3.2276
4 Aug 2022,12.3012,7.9911,14.8302,0.3397,0.0298,118.4641,5.8842,0.6593,3.2256
5 Aug 2022,12.4960,8.0683,14.8590,0.3433,0.0299,118.5480,5.8811,0.6603,3.2379
8 Aug 2022,12.4696,8.0255,14.8522,0.3420,0.0299,118.7226,5.9006,0.6596,3.2283
9 Aug 2022,12.5435,8.0179,14.8530,0.3413,0.0300,118.5466,5.8783,0.6595,3.2324
10 Aug 2022,12.5957,8.0004,14.8423,0.3406,0.0300,118.5373,5.8863,0.6596,3.2336
11 Aug 2022,12.5853,8.0235,14.8367,0.3416,0.0301,118.2870,5.8753,0.6599,3.2424
12 Aug 2022,12.6357,7.9995,14.8125,0.3413,0.0302,118.2163,5.8959,0.6593,3.2425
15 Aug 2022,12.5467,7.9719,14.8496,0.3412,0.0302,118.5737,5.8976,0.6587,3.2442
16 Aug 2022,12.6068,7.9745,14.8752,0.3407,0.0302,118.8701,5.8939,0.6578,3.2391
17 Aug 2022,12.6073,7.9973,14.8905,0.3408,0.0302,118.9404,5.8757,0.6586,3.2372
18 Aug 2022,12.5821,8.0007,14.9027,0.3387,0.0301,119.1136,5.8936,0.6588,3.2325
19 Aug 2022,12.5217,8.0038,14.9065,0.3373,0.0301,119.2239,5.8970,0.6575,3.2286
22 Aug 2022,12.4864,7.9936,14.8914,0.3351,0.0301,119.3450,5.8673,0.6568,3.2182
23 Aug 2022,12.3930,7.9856,14.8750,0.3347,0.0301,119.4882,5.8616,0.6552,3.2121
24 Aug 2022,12.3990,8.0034,14.8303,0.3340,0.0302,119.4819,5.8439,0.6538,3.2159
25 Aug 2022,12.4689,7.9895,14.8197,0.3351,0.0302,119.1487,5.8319,0.6536,3.2184
26 Aug 2022,12.4753,7.9826,14.8139,0.3360,0.0302,119.0911,5.8414,0.6528,3.2182
29 Aug 2022,12.3331,7.9843,14.7612,0.3325,0.0302,119.4570,5.8634,0.6490,3.2084
30 Aug 2022,12.3040,7.9654,14.7233,0.3325,0.0301,119.4052,5.8386,0.6483,3.2107
1 Sep 2022,12.2023,7.9477,14.7020,0.3310,0.0301,119.2472,5.8333,0.6491,3.1993
2 Sep 2022,12.1773,7.8944,14.6689,0.3305,0.0301,119.3347,5.8378,0.6497,3.1986
5 Sep 2022,12.2153,7.8785,14.5959,0.3273,0.0301,119.3589,5.8339,0.6474,3.1945
6 Sep 2022,12.3063,7.8881,14.5918,0.3269,0.0302,119.4866,5.8398,0.6472,3.2003
7 Sep 2022,12.2386,7.8678,14.5589,0.3247,0.0302,119.8329,5.8335,0.6455,3.1934
8 Sep 2022,12.3423,7.8685,14.5537,0.3256,0.0302,119.7446,5.8090,0.6460,3.2015
9 Sep 2022,12.3845,7.9073,14.5938,0.3267,0.0303,119.6355,5.8332,0.6480,3.2139
12 Sep 2022,12.3482,7.8955,14.5718,0.3263,0.0303,119.8669,5.8658,0.6503,3.2193
13 Sep 2022,12.4165,7.9260,14.5827,0.3274,0.0303,119.9425,5.8813,0.6511,3.2283
14 Sep 2022,12.3366,7.9133,14.5503,0.3252,0.0303,120.4204,5.9145,0.6498,3.2192
15 Sep 2022,12.3510,7.9462,14.5660,0.3245,0.0304,120.5452,5.8805,0.6506,3.2233
19 Sep 2022,12.3243,7.9259,14.4761,0.3265,0.0303,120.9746,5.8827,0.6485,3.2298
20 Sep 2022,12.3381,7.9366,14.5286,0.3280,0.0304,121.1170,5.8934,0.6500,3.2377
21 Sep 2022,12.2882,7.8881,14.5361,0.3274,0.0304,121.3878,5.9131,0.6482,3.2347
22 Sep 2022,12.2269,7.8245,14.4513,0.3242,0.0304,121.4485,5.8949,0.6446,3.2163
23 Sep 2022,12.2315,7.8307,14.4123,0.3243,0.0304,121.4618,5.8867,0.6436,3.2180
