,USD,GBP,EUR,JPY100,CHF,AUD,CAD,SGD,HKD100
15 Oct 2020,13.3077,8.5255,14.4394,0.3625,0.0282,110.5809,5.8557,0.6168,3.0553
16 Oct 2020,13.3029,8.5409,14.4339,0.3624,0.0282,110.7586,5.8642,0.6180,3.0522
19 Oct 2020,13.2789,8.5289,14.4198,0.3629,0.0282,110.5587,5.8530,0.6188,3.0545
20 Oct 2020,13.2741,8.5335,14.4372,0.3640,0.0282,110.5319,5.8644,0.6201,3.0546
21 Oct 2020,13.2725,8.5306,14.4602,0.3659,0.0283,110.5186,5.8688,0.6227,3.0578
22 Oct 2020,13.2572,8.5412,14.4748,0.3655,0.0283,110.6386,5.8931,0.6225,3.0593
23 Oct 2020,13.2561,8.5407,14.4684,0.3657,0.0282,110.5615,5.8825,0.6205,3.0514
26 Oct 2020,13.2924,8.6100,14.5571,0.3689,0.0284,111.0415,5.9120,0.6228,3.0636
27 Oct 2020,13.3195,8.5988,14.5650,0.3695,0.0284,111.0548,5.9028,0.6214,3.0635
28 Oct 2020,13.3735,8.6088,14.5719,0.3688,0.0285,111.0445,5.9038,0.6207,3.0631
30 Oct 2020,13.3323,8.5871,14.5451,0.3689,0.0284,110.8459,5.8696,0.6221,3.0482
2 Nov 2020,13.3344,8.5714,14.5305,0.3661,0.0283,110.7882,5.8654,0.6213,3.0392
3 Nov 2020,13.3800,8.5909,14.5331,0.3660,0.0284,110.8845,5.8623,0.6213,3.0491
4 Nov 2020,13.3638,8.6036,14.5247,0.3653,0.0287,111.0104,5.8824,0.6194,3.0459
5 Nov 2020,13.3779,8.5911,14.5167,0.3668,0.0288,110.7156,5.8691,0.6244,3.0584
6 Nov 2020,13.4951,8.5830,14.5081,0.3682,0.0291,110.4653,5.8816,0.6246,3.0680
9 Nov 2020,13.5035,8.5532,14.4146,0.3690,0.0291,109.7054,5.8603,0.6248,3.0620
10 Nov 2020,13.5200,8.5271,14.4080,0.3689,0.0293,109.7320,5.8642,0.6224,3.0571
11 Nov 2020,13.6343,8.5384,14.4515,0.3709,0.0293,109.9320,5.8547,0.6251,3.0635
12 Nov 2020,13.6571,8.5255,14.4870,0.3710,0.0292,110.2238,5.8625,0.6248,3.0645
13 Nov 2020,13.6398,8.5600,14.4813,0.3700,0.0291,110.1572,5.8630,0.6236,3.0600
16 Nov 2020,13.6377,8.5390,14.4303,0.3713,0.0292,109.7039,5.8388,0.6251,3.0576
17 Nov 2020,13.6087,8.5102,14.3950,0.3710,0.0292,109.4706,5.8365,0.6251,3.0539
18 Nov 2020,13.5650,8.4973,14.3684,0.3706,0.0291,109.2640,5.8411,0.6252,3.0522
19 Nov 2020,13.4926,8.4800,14.3558,0.3676,0.0289,109.1840,5.8379,0.6235,3.0477
20 Nov 2020,13.4867,8.4760,14.3345,0.3673,0.0288,109.0698,5.8220,0.6219,3.0450
23 Nov 2020,13.5012,8.4823,14.3310,0.3677,0.0289,109.0373,5.8297,0.6230,3.0472
24 Nov 2020,13.4643,8.4992,14.3561,0.3685,0.0289,109.1707,5.8456,0.6220,3.0470
25 Nov 2020,13.4485,8.4960,14.3333,0.3693,0.0289,108.9736,5.8221,0.6213,3.0460
26 Nov 2020,13.4575,8.4903,14.3208,0.3690,0.0289,108.8640,5.8194,0.6217,3.0499
27 Nov 2020,13.4450,8.4716,14.2780,0.3689,0.0289,108.5841,5.8044,0.6190,3.0427
30 Nov 2020,13.4401,8.4559,14.2479,0.3684,0.0288,108.4922,5.7994,0.6179,3.0428
1 Dec 2020,13.4788,8.4764,14.2872,0.3685,0.0289,108.7278,5.8319,0.6200,3.0450
2 Dec 2020,13.4729,8.4761,14.2920,0.3700,0.0288,108.5560,5.8182,0.6213,3.0467
3 Dec 2020,13.4806,8.4760,14.2930,0.3713,0.0288,108.5841,5.8319,0.6210,3.0458
4 Dec 2020,13.4703,8.4609,14.3874,0.3743,0.0288,108.3574,5.8389,0.6214,3.0480
7 Dec 2020,13.4980,8.4704,14.4091,0.3761,0.0289,108.5441,5.8594,0.6229,3.0510
8 Dec 2020,13.5048,8.4489,14.3934,0.3754,0.0288,108.4908,5.8380,0.6225,3.0442
9 Dec 2020,13.5662,8.4659,14.4288,0.3758,0.0288,108.4528,5.8408,0.6231,3.0472
10 Dec 2020,13.5146,8.4539,14.3851,0.3742,0.0288,108.2929,5.8379,0.6209,3.0380
11 Dec 2020,13.4880,8.4337,14.4037,0.3722,0.0288,108.1041,5.8120,0.6201,3.0402
14 Dec 2020,13.4624,8.4264,14.3957,0.3713,0.0287,107.9708,5.8088,0.6193,3.0348
15 Dec 2020,13.5185,8.4547,14.4364,0.3712,0.0288,108.3783,5.8480,0.6203,3.0423
16 Dec 2020,13.4876,8.4317,14.3979,0.3707,0.0287,108.0108,5.8253,0.6192,3.0422
17 Dec 2020,13.5258,8.4093,14.3619,0.3699,0.0286,107.7331,5.8275,0.6182,3.0442
18 Dec 2020,13.5578,8.4018,14.3479,0.3673,0.0286,107.6509,5.8322,0.6174,3.0438
21 Dec 2020,13.4749,8.4201,14.3630,0.3676,0.0286,107.8908,5.8430,0.6177,3.0362
22 Dec 2020,13.4494,8.4323,14.3922,0.3664,0.0286,108.1103,5.8273,0.6191,3.0373
23 Dec 2020,13.4420,8.4505,14.4199,0.3661,0.0286,108.2547,5.8567,0.6200,3.0416
24 Dec 2020,13.4465,8.4485,14.4328,0.3681,0.0286,108.2375,5.8468,0.6217,3.0544
28 Dec 2020,13.4534,8.4400,14.4160,0.3698,0.0286,108.0069,5.8381,0.6207,3.0544
29 Dec 2020,13.4764,8.4334,14.3979,0.3709,0.0286,107.9489,5.8403,0.6202,3.0487
30 Dec 2020,13.4532,8.4097,14.3798,0.3719,0.0287,107.6558,5.8187,0.6193,3.0496
31 Dec 2020,13.3990,8.3569,14.2969,0.3698,0.0286,106.9976,5.7798,0.6143,3.0354
4 Jan 2021,13.3662,8.3220,14.2315,0.3698,0.0288,106.5577,5.7560,0.6176,3.0335
5 Jan 2021,13.4131,8.3411,14.3069,0.3692,0.0288,106.8243,5.8045,0.6209,3.0382
6 Jan 2021,13.3995,8.3517,14.3431,0.3690,0.0289,107.0376,5.8128,0.6216,3.0424
7 Jan 2021,13.4035,8.3527,14.3460,0.3691,0.0288,106.9976,5.8216,0.6215,3.0435
8 Jan 2021,13.4347,8.4098,14.4293,0.3693,0.0289,107.7842,5.8425,0.6252,3.0499
11 Jan 2021,13.4063,8.4068,14.4254,0.3681,0.0286,107.7709,5.8414,0.6234,3.0376
12 Jan 2021,13.4615,8.4465,14.4948,0.3689,0.0286,108.2508,5.8474,0.6274,3.0500
13 Jan 2021,13.4760,8.4189,14.4436,0.3696,0.0287,107.8311,5.8292,0.6267,3.0577
14 Jan 2021,13.4587,8.4121,14.4269,0.3672,0.0287,107.7975,5.8308,0.6248,3.0459
15 Jan 2021,13.4596,8.3991,14.4136,0.3673,0.0287,107.5666,5.8166,0.6236,3.0434
18 Jan 2021,13.4363,8.4211,14.4525,0.3663,0.0288,107.8855,5.8293,0.6240,3.0400
19 Jan 2021,13.4882,8.4269,14.4537,0.3678,0.0288,107.9975,5.8343,0.6245,3.0470
20 Jan 2021,13.4978,8.4260,14.4561,0.3681,0.0288,107.9308,5.8287,0.6257,3.0527
21 Jan 2021,13.4726,8.3901,14.4134,0.3666,0.0288,107.4776,5.8061,0.6239,3.0451
22 Jan 2021,13.4718,8.3996,14.4310,0.3662,0.0287,107.6509,5.8242,0.6243,3.0487
25 Jan 2021,13.4957,8.4169,14.4454,0.3670,0.0288,107.8588,5.8362,0.6247,3.0507
26 Jan 2021,13.4952,8.4157,14.4400,0.3669,0.0288,107.8375,5.8312,0.6250,3.0479
27 Jan 2021,13.4890,8.4116,14.4362,0.3662,0.0288,107.8242,5.8280,0.6258,3.0503
29 Jan 2021,13.5178,8.4330,14.4621,0.3630,0.0288,108.0908,5.8323,0.6273,3.0451
2 Feb 2021,13.4885,8.4116,14.4473,0.3623,0.0288,107.7842,5.8143,0.6257,3.0375
3 Feb 2021,13.4872,8.4270,14.4760,0.3628,0.0289,107.9175,5.8118,0.6266,3.0389
4 Feb 2021,13.4948,8.4273,14.4903,0.3621,0.0289,108.0508,5.8152,0.6275,3.0364
5 Feb 2021,13.5231,8.4730,14.5541,0.3617,0.0290,108.6244,5.8398,0.6290,3.0434
8 Feb 2021,13.5203,8.4529,14.5113,0.3632,0.0290,108.2778,5.8211,0.6289,3.0457
9 Feb 2021,13.5431,8.4451,14.4994,0.3638,0.0290,108.1683,5.8255,0.6291,3.0505
10 Feb 2021,13.5027,8.4094,14.4425,0.3643,0.0289,107.7017,5.8220,0.6275,3.0471
11 Feb 2021,13.5132,8.4211,14.4338,0.3656,0.0289,107.8260,5.8329,0.6263,3.0510
15 Feb 2021,13.5209,8.4250,14.4194,0.3662,0.0290,107.5951,5.8149,0.6249,3.0516
16 Feb 2021,13.4935,8.3973,14.4024,0.3669,0.0290,107.4485,5.8069,0.6241,3.0493
17 Feb 2021,13.4707,8.3500,14.4263,0.3644,0.0289,107.6618,5.8323,0.6253,3.0404
18 Feb 2021,13.4510,8.3421,14.4545,0.3653,0.0288,107.6484,5.8077,0.6260,3.0403
19 Feb 2021,13.4649,8.3440,14.4648,0.3646,0.0287,107.7950,5.8205,0.6248,3.0441
22 Feb 2021,13.4638,8.3125,14.4748,0.3649,0.0286,107.7151,5.8301,0.6252,3.0525
23 Feb 2021,13.4688,8.3024,14.4968,0.3639,0.0286,107.7637,5.8305,0.6258,3.0610
24 Feb 2021,13.4499,8.2953,14.5037,0.3636,0.0287,107.6837,5.8322,0.6251,3.0602
25 Feb 2021,13.4532,8.3102,14.5418,0.3646,0.0287,107.7017,5.8366,0.6262,3.0634
26 Feb 2021,13.4356,8.3178,14.5566,0.3604,0.0284,107.9550,5.8582,0.6260,3.0496
1 Mar 2021,13.3515,8.3294,14.5626,0.3613,0.0284,108.0616,5.8341,0.6271,3.0476
2 Mar 2021,13.3751,8.3467,14.5440,0.3614,0.0283,108.0750,5.8244,0.6264,3.0450
3 Mar 2021,13.3647,8.3370,14.5394,0.3605,0.0283,107.9636,5.8143,0.6264,3.0458
4 Mar 2021,13.3492,8.3481,14.5766,0.3595,0.0284,108.1150,5.8287,0.6267,3.0425
5 Mar 2021,13.3755,8.3771,14.5841,0.3610,0.0284,108.4349,5.8401,0.6284,3.0419
8 Mar 2021,13.3312,8.4174,14.5853,0.3609,0.0285,109.0173,5.8440,0.6283,3.0406
9 Mar 2021,13.3831,8.5024,14.5628,0.3623,0.0286,109.9944,5.8813,0.6327,3.0591
10 Mar 2021,13.4173,8.4931,14.5670,0.3616,0.0287,110.0611,5.8935,0.6340,3.0642
11 Mar 2021,13.4483,8.4759,14.5820,0.3620,0.0285,109.6345,5.8681,0.6328,3.0623
12 Mar 2021,13.4279,8.5022,14.6414,0.3639,0.0286,109.7545,5.8939,0.6346,3.0679
15 Mar 2021,13.3930,8.4882,14.6122,0.3624,0.0286,109.7545,5.8800,0.6331,3.0599
16 Mar 2021,13.3919,8.4733,14.5763,0.3638,0.0286,109.6745,5.8768,0.6331,3.0607
17 Mar 2021,13.3718,8.4643,14.5443,0.3642,0.0285,109.7945,5.8870,0.6334,3.0581
18 Mar 2021,13.3534,8.4326,14.4993,0.3650,0.0285,109.5012,5.8621,0.6324,3.0615
19 Mar 2021,13.3263,8.4549,14.4647,0.3638,0.0285,109.7411,5.8855,0.6320,3.0632
22 Mar 2021,13.3123,8.4601,14.4492,0.3636,0.0285,109.5545,5.8676,0.6314,3.0604
23 Mar 2021,13.2946,8.4665,14.4728,0.3652,0.0286,109.7278,5.8819,0.6323,3.0702
24 Mar 2021,13.3059,8.4815,14.4794,0.3645,0.0286,110.0579,5.8874,0.6328,3.0673
25 Mar 2021,13.3017,8.5087,14.4859,0.3650,0.0286,110.3543,5.8925,0.6336,3.0739
26 Mar 2021,13.3114,8.5359,14.4740,0.3662,0.0287,110.5409,5.8935,0.6338,3.0770
29 Mar 2021,13.2869,8.5509,14.5191,0.3663,0.0287,110.5143,5.8870,0.6334,3.0786
30 Mar 2021,13.2816,8.5583,14.5287,0.3658,0.0287,110.5409,5.8887,0.6310,3.0764
31 Mar 2021,13.2494,8.5678,14.5822,0.3674,0.0286,110.8948,5.8928,0.6337,3.0870
1 Apr 2021,13.2518,8.5424,14.5175,0.3671,0.0285,110.5409,5.8765,0.6312,3.0797
2 Apr 2021,13.2400,8.5292,14.5329,0.3669,0.0285,110.3010,5.8613,0.6305,3.0793
5 Apr 2021,13.2089,8.5307,14.5171,0.3672,0.0285,110.3943,5.8733,0.6306,3.0776
6 Apr 2021,13.1608,8.5079,14.5020,0.3675,0.0285,110.1677,5.8616,0.6305,3.0815
7 Apr 2021,13.1717,8.5017,14.5081,0.3698,0.0285,110.0477,5.8651,0.6310,3.0841
8 Apr 2021,13.1548,8.5181,14.5376,0.3706,0.0284,110.3276,5.8972,0.6321,3.0869
9 Apr 2021,13.1578,8.5093,14.5455,0.3701,0.0284,110.2477,5.8856,0.6312,3.0870
12 Apr 2021,13.1167,8.5199,14.5326,0.3678,0.0283,110.2877,5.8888,0.6312,3.0825
13 Apr 2021,13.1238,8.5145,14.5190,0.3670,0.0283,110.2341,5.8931,0.6312,3.0790
14 Apr 2021,13.1095,8.5165,14.5058,0.3691,0.0282,110.0877,5.8826,0.6314,3.0872
15 Apr 2021,13.1048,8.5140,14.5140,0.3692,0.0282,110.0477,5.8945,0.6313,3.0867
16 Apr 2021,13.1980,8.5308,14.5658,0.3693,0.0283,110.0240,5.8958,0.6319,3.0901
19 Apr 2021,13.2271,8.5294,14.6478,0.3695,0.0284,110.0877,5.9054,0.6328,3.0976
20 Apr 2021,13.1923,8.5235,14.6466,0.3704,0.0284,109.7483,5.9037,0.6337,3.1030
21 Apr 2021,13.1460,8.5050,14.6644,0.3683,0.0283,109.7483,5.9062,0.6333,3.0964
22 Apr 2021,13.1184,8.4891,14.6295,0.3683,0.0283,109.5679,5.8912,0.6336,3.0960
23 Apr 2021,13.0856,8.4970,14.6208,0.3672,0.0283,109.6079,5.8998,0.6328,3.0932
26 Apr 2021,13.0518,8.4884,14.6832,0.3688,0.0283,109.4179,5.8897,0.6325,3.0966
27 Apr 2021,13.0442,8.4649,14.7058,0.3687,0.0283,109.2875,5.8898,0.6319,3.0896
28 Apr 2021,13.0695,8.4680,14.7069,0.3691,0.0283,109.3679,5.8922,0.6325,3.0920
30 Apr 2021,13.1597,8.5228,14.7125,0.3699,0.0284,109.4212,5.9012,0.6346,3.0948
3 May 2021,13.1685,8.5263,14.6728,0.3670,0.0284,109.3779,5.8904,0.6337,3.0802
4 May 2021,13.2023,8.5575,14.7219,0.3670,0.0285,109.6345,5.8963,0.6353,3.0865
5 May 2021,13.2040,8.5771,14.7262,0.3661,0.0285,109.7545,5.8951,0.6360,3.0852
6 May 2021,13.2238,8.5923,14.7409,0.3665,0.0288,109.9779,5.9087,0.6365,3.0850
7 May 2021,13.1855,8.5922,14.7450,0.3673,0.0288,109.7411,5.9017,0.6373,3.0890
10 May 2021,13.1756,8.5825,14.7962,0.3684,0.0289,109.4479,5.8945,0.6385,3.0956
11 May 2021,13.2424,8.5942,14.7804,0.3675,0.0290,109.7446,5.9366,0.6404,3.1026
12 May 2021,13.2234,8.6323,14.7399,0.3674,0.0291,110.1512,5.9571,0.6414,3.1075
17 May 2021,13.1489,8.6446,14.7280,0.3647,0.0290,110.2312,5.9476,0.6421,3.0957
18 May 2021,13.1034,8.6183,14.7487,0.3646,0.0289,110.0245,5.9463,0.6420,3.0970
19 May 2021,13.1224,8.6353,14.7987,0.3664,0.0289,110.0445,5.9599,0.6420,3.1022
20 May 2021,13.1857,8.6382,14.7924,0.3656,0.0288,110.3645,5.9742,0.6428,3.1037
21 May 2021,13.2069,8.6452,14.7909,0.3674,0.0288,110.4741,5.9772,0.6439,3.1118
24 May 2021,13.1905,8.6198,14.8251,0.3672,0.0288,110.4074,5.9829,0.6436,3.1119
25 May 2021,13.2179,8.6159,14.8671,0.3693,0.0289,110.4343,5.9810,0.6461,3.1214
27 May 2021,13.2528,8.6179,14.9090,0.3708,0.0289,110.4609,5.9932,0.6488,3.1291
28 May 2021,13.2215,8.6413,14.9172,0.3711,0.0289,110.2877,5.9766,0.6494,3.1259
31 May 2021,13.2416,8.6714,14.9727,0.3719,0.0289,110.3143,5.9729,0.6504,3.1283
1 Jun 2021,13.2067,8.6420,14.9445,0.3727,0.0289,109.8478,5.9476,0.6468,3.1228
2 Jun 2021,13.2413,8.6255,15.0077,0.3719,0.0289,109.9944,5.9622,0.6465,3.1207
3 Jun 2021,13.2344,8.6290,14.9915,0.3708,0.0289,109.9011,5.9460,0.6457,3.1176
4 Jun 2021,13.2207,8.6322,14.9034,0.3697,0.0288,110.0579,5.9572,0.6446,3.1091
8 Jun 2021,13.2083,8.6385,14.8738,0.3697,0.0289,109.8611,5.9426,0.6447,3.1138
9 Jun 2021,13.2183,8.6244,14.8547,0.3692,0.0289,109.7678,5.9409,0.6439,3.1102
10 Jun 2021,13.2228,8.6268,14.8513,0.3694,0.0289,109.7345,5.9433,0.6447,3.1088
11 Jun 2021,13.2326,8.6261,14.8619,0.3703,0.0290,109.6745,5.9333,0.6442,3.1118
14 Jun 2021,13.2305,8.6024,14.8640,0.3683,0.0289,109.7483,5.9356,0.6433,3.1023
15 Jun 2021,13.2177,8.5813,14.8311,0.3680,0.0289,109.7278,5.9257,0.6427,3.1027
16 Jun 2021,13.2120,8.5564,14.8405,0.3685,0.0289,109.8211,5.9287,0.6433,3.1026
17 Jun 2021,13.1987,8.5365,14.9018,0.3658,0.0288,110.1941,5.9495,0.6435,3.0921
18 Jun 2021,13.2037,8.5667,14.8771,0.3659,0.0288,110.4474,5.9202,0.6425,3.0895
21 Jun 2021,13.1537,8.5259,14.8495,0.3647,0.0288,110.6608,5.9292,0.6416,3.0810
22 Jun 2021,13.1141,8.5140,14.8498,0.3661,0.0288,110.6074,5.9197,0.6417,3.0829
23 Jun 2021,13.1000,8.5260,14.8777,0.3665,0.0288,111.0208,5.9406,0.6426,3.0941
24 Jun 2021,13.0637,8.5277,14.8858,0.3668,0.0288,111.0608,5.9514,0.6428,3.0954
25 Jun 2021,13.0714,8.5688,14.8840,0.3684,0.0288,110.8741,5.9412,0.6433,3.0978
28 Jun 2021,13.0125,8.5406,14.8792,0.3674,0.0287,110.6874,5.9315,0.6422,3.0883
29 Jun 2021,12.9488,8.5441,14.8573,0.3669,0.0286,110.5676,5.9251,0.6419,3.0872
30 Jun 2021,12.9537,8.5285,14.8813,0.3679,0.0286,110.7682,5.9272,0.6433,3.0902
1 Jul 2021,12.9747,8.4682,14.8942,0.3669,0.0286,110.7542,5.9261,0.6427,3.0874
2 Jul 2021,12.9502,8.4805,14.8789,0.3671,0.0286,111.0119,5.9285,0.6428,3.0842
5 Jul 2021,12.9118,8.4280,14.8930,0.3677,0.0287,110.7852,5.9164,0.6429,3.0856
6 Jul 2021,12.9272,8.4016,14.8788,0.3671,0.0287,110.7275,5.9143,0.6428,3.0901
7 Jul 2021,12.8817,8.3591,14.8546,0.3661,0.0287,110.8875,5.9240,0.6427,3.0867
8 Jul 2021,12.8671,8.3727,14.8801,0.3641,0.0287,111.2222,5.9370,0.6439,3.0846
9 Jul 2021,12.8106,8.3663,14.9275,0.3646,0.0288,111.6073,5.9602,0.6457,3.0927
12 Jul 2021,12.8488,8.3624,14.9413,0.3652,0.0289,111.7095,5.9693,0.6472,3.0999
13 Jul 2021,12.8394,8.3502,14.9663,0.3663,0.0289,111.6962,5.9688,0.6481,3.1024
14 Jul 2021,12.8661,8.3714,15.0033,0.3650,0.0290,111.9538,5.9837,0.6486,3.0987
15 Jul 2021,12.8460,8.3267,14.9946,0.3670,0.0289,111.8651,5.9692,0.6489,3.0996
16 Jul 2021,12.8377,8.3734,15.0227,0.3683,0.0289,111.9924,5.9839,0.6497,3.1010
19 Jul 2021,12.8285,8.3566,15.0329,0.3684,0.0290,112.4590,6.0008,0.6510,3.1064
21 Jul 2021,12.9069,8.4210,15.1167,0.3687,0.0292,113.1122,6.0279,0.6552,3.1034
22 Jul 2021,12.8700,8.4083,15.0833,0.3674,0.0291,112.6736,6.0010,0.6536,3.1028
23 Jul 2021,12.8257,8.3908,15.0750,0.3676,0.0291,112.6026,6.0058,0.6526,3.1061
26 Jul 2021,12.8349,8.3938,15.0456,0.3663,0.0292,112.6403,6.0007,0.6516,3.1049
27 Jul 2021,12.8592,8.4050,15.0880,0.3675,0.0292,112.7403,6.0121,0.6530,3.1140
28 Jul 2021,12.8364,8.3920,15.0895,0.3662,0.0292,112.8002,6.0135,0.6504,3.1112
29 Jul 2021,12.8500,8.3871,15.1144,0.3687,0.0291,112.5850,6.0079,0.6521,3.1161
30 Jul 2021,12.8587,8.4256,15.1414,0.3686,0.0293,112.7803,6.0390,0.6549,3.1259
2 Aug 2021,12.8240,8.4468,15.1137,0.3665,0.0292,112.6680,6.0373,0.6536,3.1223
